source_code,sku,status,quantity
300,9788418414312,1,1
300,9788418414305,1,2
300,9788418382833,1,3
300,9788418436208,1,3
300,9788418428180,1,1
300,9788418417757,1,2
300,9788418594588,1,1
300,9788418594601,1,3
300,9788418578816,1,6
300,9788418594786,1,4
300,9788418619373,1,2
300,9788418619786,1,1
300,9788418619694,1,8
300,9788418619311,1,2
300,9788418619151,1,3
300,9788418557958,1,2
300,9788418557637,1,1
300,9788418557248,1,8
300,9788418557507,1,1
300,9788418562778,1,1
300,9788418578120,1,4
300,9788418578458,1,12
300,9788418578380,1,1
300,9788418645525,1,1
300,9788418645655,1,1
300,9788418645006,1,3
300,9788418637971,1,16
300,9788418645112,1,4
300,9788418648472,1,8
300,9788418648366,1,2
300,9788418648083,1,2
300,9788418645785,1,1
300,9788418645846,1,3
300,9788418623103,1,1
300,9788418623240,1,5
300,9788418623233,1,6
300,9788418623257,1,9
300,9788418637940,1,20
300,9788418637919,1,16
300,9788418637964,1,16
300,9788418637957,1,20
300,9788418637728,1,7
300,9788418637018,1,16
300,9788418623264,1,4
300,9788418637575,1,1
300,9788418637056,1,45
300,9788418509216,1,1
300,9788418509247,1,2
300,9788418509100,1,1
300,9788418509155,1,3
300,9788418509124,1,2
300,9788418524172,1,3
300,9788418524165,1,2
300,9788418524240,1,3
300,9788418524097,1,1
300,9788418524042,1,3
300,9788418475337,1,2
300,9788418483042,1,4
300,9788418483547,1,3
300,9788418483509,1,7
300,9788418483943,1,4
300,9788418531422,1,2
300,9788418531750,1,1
300,9788418531910,1,1
300,9788418526893,1,1
300,9788418526787,1,1
300,9788418526503,1,4
300,9788419096463,1,3
300,9788424651787,1,1
300,9788424665654,1,3
300,9788424667245,1,1
300,9788425358548,1,6
300,9788425358500,1,1
300,9788425358982,1,1
300,9788425358371,1,5
300,9788425358159,1,2
300,9788425358364,1,1
300,9788425358203,1,1
300,9788425359439,1,2
300,9788425360299,1,6
300,9788425359613,1,1
300,9788425354724,1,1
300,9788425357268,1,1
300,9788425357725,1,4
300,9788425357244,1,2
300,9788425355899,1,2
300,9788425356728,1,2
300,9788423429042,1,1
300,9788423430642,1,1
300,9788423434152,1,1
300,9788423432790,1,1
300,9788424179830,1,1
300,9788423434435,0,0
300,9788423434374,1,1
300,9788423431335,1,1
300,9788423431830,1,1
300,9788423432271,1,1
300,9788425361524,1,7
300,9788425448744,1,9
300,9788426361738,1,1
300,9788426350121,1,1
300,9788425432026,1,5
300,9788425437335,1,1
300,9788425434174,1,1
300,9788425428333,1,2
300,9788425442865,1,4
300,9788420435930,1,2
300,9788420435404,1,2
300,9788420435466,1,1
300,9788420437668,1,1
300,9788420438498,1,1
300,9788420434674,1,1
300,9788420434599,1,1
300,9788420453682,1,1
300,9788420453255,1,2
300,9788420452463,0,0
300,9788420454153,1,1
300,9788420455624,1,1
300,9788420456133,1,1
300,9788420454825,1,6
300,9788420454597,1,2
300,9788420454320,1,1
300,9788420439372,1,1
300,9788420438771,1,3
300,9788420439174,1,1
300,9788420440996,1,1
300,9788420440248,1,4
300,9788420439693,1,4
300,9788420440019,1,2
300,9788419250261,1,1
300,9788419241009,1,12
300,9788419185860,1,2
300,9788419266293,1,12
300,9788419266286,1,18
300,9788419271105,1,2
300,9788419266347,1,1
300,9788419266026,1,3
300,9788419266217,1,3
300,9788419110145,1,1
300,9788419105196,0,0
300,9788419096753,1,1
300,9788419096500,1,5
300,9788419185464,1,2
300,9788419185389,1,1
300,9788419169617,1,22
300,9788420428215,1,1
300,9788420428550,1,1
300,9788420431741,1,1
300,9788420431697,1,1
300,9788420431574,1,3
