source_code,sku,status,quantity
072,9788466349833,1,4
072,9788466349864,1,3
072,9788466349871,1,8
072,9788466351058,1,3
072,9788466352680,1,5
072,9788466356015,1,2
072,9788466356237,1,2
072,9788466356749,1,3
072,9788466357470,1,2
072,9788466358187,1,2
072,9788466359276,1,2
072,9788466359344,1,10
072,9788466359375,1,21
072,9788466360081,1,2
072,9788466360692,1,2
072,9788466360715,1,2
072,9788466360999,1,2
072,9788466361057,1,1
072,9788466361095,1,3
072,9788466361217,1,4
072,9788466361316,1,1
072,9788466362139,1,1
072,9788466362344,1,8
072,9788466362399,1,7
072,9788466362511,1,1
072,9788466363334,1,3
072,9788466363501,1,1
072,9788466363914,1,2
072,9788466655866,1,2
072,9788466658355,1,2
072,9788466658362,1,2
072,9788466659840,1,2
072,9788466671422,1,7
072,9788467043709,1,1
072,9788467048476,1,1
072,9788467051612,1,2
072,9788467052510,1,1
072,9788467054743,1,2
072,9788467723953,1,1
072,9788467724936,1,2
072,9788467738261,1,2
072,9788467908374,1,1
072,9788467908404,1,1
072,9788467908411,1,1
072,9788467940657,1,5
072,9788467941920,1,3
072,9788479015619,1,1
072,9788479538132,1,1
072,9788479538255,1,8
072,9788479539375,1,2
072,9788479539696,1,2
072,9788490437964,1,1
072,9788490437995,1,10
072,9788490628331,1,1
072,9788490628720,1,11
072,9788490628768,1,2
072,9788491016571,1,5
072,9788491051688,1,5
072,9788491055303,1,3
072,9788491055914,1,3
072,9788491111825,1,1
072,9788491113126,1,5
072,9788491113850,1,2
072,9788491114543,1,5
072,9788491115526,1,1
072,9788491115656,1,2
072,9788491115724,1,2
072,9788491115939,1,5
072,9788491116097,1,3
072,9788491116394,1,5
072,9788491116691,1,1
072,9788491116776,1,2
072,9788491116783,1,5
072,9788491116820,1,3
072,9788491118251,1,1
072,9788491118268,1,5
072,9788491118282,1,2
072,9788491118350,1,5
072,9788491118374,1,3
072,9788491118381,1,2
072,9788491118411,1,7
072,9788491118527,1,2
072,9788491118534,1,2
072,9788491118589,1,2
072,9788491118602,1,5
072,9788491118701,1,2
072,9788491118718,1,6
072,9788491118725,1,2
072,9788491118732,1,1
072,9788491118756,1,1
072,9788491118817,1,1
072,9788491118909,1,1
072,9788491118930,1,1
072,9788491118947,1,1
072,9788491293262,1,2
072,9788491296294,1,3
072,9788491455196,1,1
072,9788491455288,1,3
072,9788491455493,1,1
072,9788491455530,1,2
072,9788491455547,1,2
072,9788491455554,1,1
072,9788491455578,1,1
072,9788491455585,1,3
072,9788491455592,1,7
072,9788491455608,1,4
072,9788491455714,1,3
072,9788491455738,1,2
072,9788491455769,1,1
072,9788491455783,1,3
072,9788491455806,1,2
072,9788491455844,1,1
072,9788491455851,1,2
072,9788491455868,1,2
072,9788491456001,1,4
072,9788491460695,1,1
072,9788491461661,1,2
072,9788491462132,1,4
072,9788491468899,1,2
072,9788491469407,1,4
072,9788491730095,1,1
072,9788491736820,1,5
072,9788491736837,1,7
072,9788491737506,1,7
072,9788491737995,1,7
072,9788491739067,1,2
072,9788491739074,1,2
072,9788491743583,1,3
072,9788491814122,1,2
072,9788492917051,1,7
072,9788492918164,1,5
072,9788492918584,1,3
072,9788492921379,1,2
072,9788492921874,1,1
072,9788492921904,1,1
072,9788494504235,1,5
072,9788494681516,1,4
072,9788494694370,1,1
072,9788494778681,1,4
072,9788495787323,1,1
072,9788496829015,1,1
072,9788496829091,1,2
072,9788496886827,1,1
072,9788496886919,1,1
