source_code,sku,status,quantity
601,4891505000444,1,1
601,4891505840262,1,3
601,5035393407353,1,3
601,6936352530695,1,4
601,7755125000031,1,10
601,84-305-9212-1,1,4
601,84-376-1942-4,1,1
601,84-7522-710-4,1,1
601,84-7808-523-8,1,2
601,84-7844-415-7,1,2
601,84-95642-94-3,1,1
601,84-9838-023-5,1,23
601,9780718033415,1,4
601,9781441334770,1,1
601,9781608877430,1,2
601,9781847497956,1,3
601,9786070770029,1,1
601,9786073136716,1,2
601,9786073138468,1,1
601,9786073147385,1,3
601,9786073159715,1,3
601,9786073164887,1,3
601,9786073172738,1,6
601,9786073174879,1,3
601,9786073178174,1,6
601,9786073194464,1,3
601,9786073198936,1,3
601,9786073802109,1,6
601,9786073807609,1,7
601,9786073823586,1,10
601,9786075287126,1,1
601,9786075573588,1,7
601,9786077477785,1,6
601,9786123051105,1,5
601,9786123193478,1,9
601,9786123194598,1,5
601,9786123261597,1,2
601,9786124116070,1,1
601,9786124249327,1,3
601,9786124272912,1,21
601,9786124290558,1,2
601,9786124350115,1,2
601,9786124431074,1,3
601,9786124590849,1,1
601,9786124766701,1,13
601,9786124864070,1,7
601,9786280000152,1,5
601,9788408070832,1,6
601,9788408172055,1,2
601,9788408222484,1,4
601,9788411015233,1,1
601,9788412073843,1,1
601,9788412075571,1,5
601,9788413340975,1,1
601,9788413342511,1,2
601,9788413523200,1,1
601,9788413626888,1,1
601,9788413627038,1,1
601,9788414036839,1,1
601,9788415601289,1,2
601,9788415922179,1,1
601,9788416002719,1,2
601,9788416243204,1,3
601,9788416449309,1,9
601,9788416677054,1,1
601,9788416883295,1,4
601,9788417057367,1,1
601,9788417222642,1,3
601,9788417401856,1,2
601,9788417419417,1,1
601,9788417612986,1,1
601,9788417782368,1,4
601,9788417786533,1,1
601,9788417800338,1,1
601,9788417963002,1,2
601,9788418100833,1,1
601,9788418279089,1,8
601,9788418370564,1,1
601,9788418464935,1,2
601,9788418751899,1,3
601,9788418870576,1,6
601,9788420408095,1,1
601,9788420643403,1,1
601,9788420678863,1,1
601,9788423346691,1,9
601,9788423430833,1,2
601,9788425360817,1,3
601,9788426384232,1,2
601,9788426409690,1,7
601,9788429179156,1,1
601,9788432215742,1,2
601,9788432300165,1,1
601,9788433975225,1,1
601,9788434434905,1,1
601,9788436826906,1,2
601,9788436844603,1,3
601,9788439734819,1,2
601,9788441542945,1,1
601,9788445005484,1,1
601,9788445007211,1,2
601,9788445007709,1,2
601,9788445009642,1,2
601,9788446021537,1,2
601,9788446052210,1,2
601,9788447383177,1,3
601,9788447387397,1,1
601,9788448860752,1,5
601,9788466237253,1,10
601,9788466239547,1,16
601,9788466353557,1,3
601,9788467044027,1,2
601,9788467930306,1,1
601,9788469605745,1,2
601,9788469622612,1,2
601,9788476517468,1,1
601,9788477742197,1,2
601,9788478089376,1,1
601,9788483832585,1,2
601,9788484419471,1,1
601,9788488586254,1,3
601,9788490673553,1,2
601,9788491044796,1,2
601,9788491117520,1,1
601,9788491180593,1,1
601,9788491455165,1,1
601,9788491810353,1,1
601,9788491993483,1,2
601,9788494113338,1,1
601,9788494820809,1,2
601,9788495906861,1,1
601,9788496865037,1,1
601,9788496947764,1,3
601,9788497778404,1,3
601,9788498384796,1,5
601,9788498852387,1,1
601,9788498953527,1,2
601,9788498959505,1,1
601,9788499086514,1,9
601,9788499134215,1,2
601,9788499134239,1,2
601,9788499138312,1,2
601,9788499138343,1,2
601,9788499175706,1,1
601,9788499925301,1,6
601,9789500209915,1,3
601,9789563164367,1,9
601,9789584228222,1,1
601,9789584238757,1,2
601,9789584254603,1,2
601,9789584255136,1,1
601,9789584267634,1,2
601,9789584270412,1,1
601,9789584277206,1,2
601,9789584279743,1,2
601,9789584283849,1,2
601,9789584284723,1,2
601,9789584285263,1,2
601,9789584287571,1,13
601,9789584289407,1,2
601,9789584291219,1,2
601,9789584297334,1,7
601,9789584299185,1,2
601,9789584532565,1,1
601,9789803690991,1,2
601,9789871713226,1,4
601,9789876291453,1,3
601,9789876681018,1,1
601,9789877388572,1,4
601,9789877803235,1,5
601,9789972092350,1,1
601,9789972516467,1,2
601,9789972517006,1,3
601,9789972518294,1,2
601,0-14-118461-2,1,1
601,0-333-67493-6,1,1
601,0-333-77214-8,1,1
601,0-333-77215-6,1,1
601,040232343216,1,1
601,040232343247,1,1
601,040232343261,1,2
